Location,data_storage_needed,Time_Critical,Class
Only_to_Cloud,44278,Yes,Cloud
Near_to_Fog,42353,Yes,Fog
Near_to_Fog,35911,No,Cloud
Only_to_Cloud,48113,No,Cloud
Only_to_Cloud,87504,No,Cloud
Near_to_Fog,15432,Yes,Fog
Only_to_Cloud,73407,Yes,Cloud
Near_to_Fog,44820,No,Cloud
Only_to_Cloud,97223,No,Cloud
Only_to_Cloud,50652,Yes,Cloud
Near_to_Fog,91014,No,Cloud
Near_to_Fog,45776,Yes,Fog
Only_to_Cloud,77086,Yes,Cloud
Only_to_Cloud,44542,Yes,Cloud
Near_to_Fog,53816,Yes,Fog
Near_to_Fog,74101,Yes,Fog
Near_to_Fog,14267,No,Cloud
Only_to_Cloud,87642,Yes,Cloud
Only_to_Cloud,36676,Yes,Cloud
Only_to_Cloud,81277,No,Cloud
Near_to_Fog,48825,No,Cloud
Only_to_Cloud,12789,Yes,Cloud
Only_to_Cloud,21913,No,Cloud
Near_to_Fog,18276,No,Cloud
Only_to_Cloud,9114,Yes,Cloud
Only_to_Cloud,32780,Yes,Cloud
Near_to_Fog,98002,Yes,Fog
Near_to_Fog,25924,No,Cloud
Only_to_Cloud,88951,Yes,Cloud
Only_to_Cloud,44661,Yes,Cloud
Near_to_Fog,9775,Yes,Fog
Only_to_Cloud,93054,No,Cloud
Only_to_Cloud,27841,Yes,Cloud
Near_to_Fog,48224,No,Cloud
Only_to_Cloud,65545,No,Cloud
Only_to_Cloud,25213,Yes,Cloud
Only_to_Cloud,3260,No,Cloud
Near_to_Fog,88774,Yes,Fog
Only_to_Cloud,32479,Yes,Cloud
Near_to_Fog,99738,Yes,Fog
Only_to_Cloud,47411,Yes,Cloud
Near_to_Fog,33595,Yes,Fog
Near_to_Fog,89009,Yes,Fog
Only_to_Cloud,68181,Yes,Cloud
Only_to_Cloud,4211,Yes,Cloud
Only_to_Cloud,64529,No,Cloud
Only_to_Cloud,81830,Yes,Cloud
Only_to_Cloud,12001,Yes,Cloud
Near_to_Fog,77461,No,Cloud
Near_to_Fog,96295,Yes,Fog
Near_to_Fog,54054,No,Cloud
Only_to_Cloud,9218,No,Cloud
Only_to_Cloud,11402,Yes,Cloud
Only_to_Cloud,89678,No,Cloud
Near_to_Fog,83619,Yes,Fog
Only_to_Cloud,45069,Yes,Cloud
Only_to_Cloud,79071,No,Cloud
Near_to_Fog,32106,No,Cloud
Near_to_Fog,80050,No,Cloud
Only_to_Cloud,34036,No,Cloud
Near_to_Fog,64849,Yes,Fog
Only_to_Cloud,8152,No,Cloud
Only_to_Cloud,15329,No,Cloud
Near_to_Fog,98076,No,Cloud
Only_to_Cloud,97542,Yes,Cloud
Only_to_Cloud,83963,Yes,Cloud
Near_to_Fog,7674,Yes,Fog
Near_to_Fog,52236,No,Cloud
Only_to_Cloud,76237,Yes,Cloud
Near_to_Fog,32826,Yes,Fog
Near_to_Fog,78366,Yes,Fog
Near_to_Fog,92129,No,Cloud
Only_to_Cloud,18733,Yes,Cloud
Near_to_Fog,41632,Yes,Fog
Only_to_Cloud,12465,Yes,Cloud
Near_to_Fog,17914,No,Cloud
Only_to_Cloud,39177,Yes,Cloud
Near_to_Fog,68009,No,Cloud
Only_to_Cloud,87903,No,Cloud
Only_to_Cloud,2385,Yes,Cloud
Near_to_Fog,62237,No,Cloud
Only_to_Cloud,30947,Yes,Cloud
Near_to_Fog,40938,No,Cloud
Near_to_Fog,81353,Yes,Fog
Only_to_Cloud,94337,No,Cloud
Only_to_Cloud,33491,Yes,Cloud
Near_to_Fog,70903,No,Cloud
Only_to_Cloud,6072,Yes,Cloud
Near_to_Fog,33781,No,Cloud
Only_to_Cloud,68293,No,Cloud
Only_to_Cloud,71,Yes,Cloud
Only_to_Cloud,2872,No,Cloud
Only_to_Cloud,14637,Yes,Cloud
Only_to_Cloud,92855,Yes,Cloud
Only_to_Cloud,10684,No,Cloud
Only_to_Cloud,34317,No,Cloud
Only_to_Cloud,95250,Yes,Cloud
Only_to_Cloud,84206,No,Cloud
Only_to_Cloud,30078,No,Cloud
Only_to_Cloud,88291,Yes,Cloud
Only_to_Cloud,80365,Yes,Cloud
Near_to_Fog,77938,Yes,Fog
Near_to_Fog,41032,Yes,Fog
Near_to_Fog,36663,No,Cloud
Near_to_Fog,89518,No,Cloud
Near_to_Fog,56444,Yes,Fog
Near_to_Fog,31221,Yes,Fog
Only_to_Cloud,87093,Yes,Cloud
Near_to_Fog,83461,No,Cloud
Only_to_Cloud,78708,No,Cloud
Near_to_Fog,94135,No,Cloud
Near_to_Fog,26848,Yes,Fog
Only_to_Cloud,25235,No,Cloud
Near_to_Fog,30374,Yes,Fog
Only_to_Cloud,75554,Yes,Cloud
Near_to_Fog,24615,No,Cloud
Only_to_Cloud,2550,No,Cloud
Only_to_Cloud,11654,No,Cloud
Near_to_Fog,20966,No,Cloud
Only_to_Cloud,26952,Yes,Cloud
Near_to_Fog,44242,Yes,Fog
Only_to_Cloud,59352,No,Cloud
Near_to_Fog,73245,No,Cloud
Only_to_Cloud,46483,Yes,Cloud
Near_to_Fog,10192,No,Cloud
Only_to_Cloud,32816,Yes,Cloud
Only_to_Cloud,93327,No,Cloud
Only_to_Cloud,15017,Yes,Cloud
Only_to_Cloud,96997,No,Cloud
Only_to_Cloud,70765,Yes,Cloud
Near_to_Fog,13580,No,Cloud
Only_to_Cloud,75608,No,Cloud
Only_to_Cloud,6009,No,Cloud
Only_to_Cloud,75311,Yes,Cloud
Only_to_Cloud,75623,No,Cloud
Only_to_Cloud,51693,No,Cloud
Near_to_Fog,10323,Yes,Fog
Near_to_Fog,95596,Yes,Fog
Only_to_Cloud,58398,Yes,Cloud
Near_to_Fog,40114,Yes,Fog
Near_to_Fog,91871,No,Cloud
Near_to_Fog,17339,No,Cloud
Only_to_Cloud,86380,No,Cloud
Near_to_Fog,58671,No,Cloud
Only_to_Cloud,37032,No,Cloud
Only_to_Cloud,49847,Yes,Cloud
Only_to_Cloud,11973,Yes,Cloud
Near_to_Fog,35950,Yes,Fog
Near_to_Fog,31127,Yes,Fog
Near_to_Fog,40243,No,Cloud
Near_to_Fog,31267,Yes,Fog
Near_to_Fog,4895,No,Cloud
Near_to_Fog,22000,No,Cloud
Near_to_Fog,12391,No,Cloud
Near_to_Fog,62235,Yes,Fog
Only_to_Cloud,61410,No,Cloud
Near_to_Fog,42599,No,Cloud
Near_to_Fog,41358,No,Cloud
Near_to_Fog,1819,No,Cloud
Near_to_Fog,41012,No,Cloud
Near_to_Fog,82181,Yes,Fog
Only_to_Cloud,78176,No,Cloud
Near_to_Fog,58984,No,Cloud
Near_to_Fog,32514,No,Cloud
Near_to_Fog,71580,Yes,Fog
Only_to_Cloud,84228,No,Cloud
Only_to_Cloud,99114,No,Cloud
Near_to_Fog,79831,No,Cloud
Near_to_Fog,83363,Yes,Fog
Only_to_Cloud,90478,No,Cloud
Only_to_Cloud,17685,No,Cloud
Only_to_Cloud,7118,Yes,Cloud
Near_to_Fog,54681,No,Cloud
Only_to_Cloud,13959,No,Cloud
Only_to_Cloud,67073,Yes,Cloud
Only_to_Cloud,35271,Yes,Cloud
Only_to_Cloud,60908,No,Cloud
Near_to_Fog,68129,Yes,Fog
Near_to_Fog,89284,No,Cloud
Only_to_Cloud,95193,No,Cloud
Near_to_Fog,29267,Yes,Fog
Near_to_Fog,26664,Yes,Fog
Near_to_Fog,51965,Yes,Fog
Only_to_Cloud,41228,Yes,Cloud
Only_to_Cloud,81126,No,Cloud
Only_to_Cloud,3742,Yes,Cloud
Only_to_Cloud,78843,No,Cloud
Only_to_Cloud,82448,No,Cloud
Only_to_Cloud,26095,No,Cloud
Only_to_Cloud,21202,Yes,Cloud
Only_to_Cloud,72352,No,Cloud
Near_to_Fog,57821,Yes,Fog
Only_to_Cloud,16893,No,Cloud
Only_to_Cloud,26858,Yes,Cloud
Only_to_Cloud,55687,No,Cloud
Near_to_Fog,45925,No,Cloud
Only_to_Cloud,18107,Yes,Cloud
Only_to_Cloud,79626,No,Cloud
Near_to_Fog,19749,No,Cloud
Near_to_Fog,67816,No,Cloud
Only_to_Cloud,7649,No,Cloud
Near_to_Fog,50112,No,Cloud
Near_to_Fog,79558,Yes,Fog
Only_to_Cloud,98509,No,Cloud
Only_to_Cloud,88540,Yes,Cloud
Only_to_Cloud,16921,Yes,Cloud
Only_to_Cloud,73050,Yes,Cloud
Near_to_Fog,71378,Yes,Fog
Near_to_Fog,63984,No,Cloud
Only_to_Cloud,45360,Yes,Cloud
Near_to_Fog,53535,No,Cloud
Only_to_Cloud,58477,No,Cloud
Near_to_Fog,97755,Yes,Fog
Only_to_Cloud,66935,No,Cloud
Only_to_Cloud,77636,Yes,Cloud
Near_to_Fog,97832,No,Cloud
Only_to_Cloud,19614,No,Cloud
Near_to_Fog,40674,No,Cloud
Only_to_Cloud,86612,No,Cloud
Only_to_Cloud,34806,Yes,Cloud
Near_to_Fog,81911,No,Cloud
Near_to_Fog,75882,Yes,Fog
Only_to_Cloud,97676,No,Cloud
Only_to_Cloud,54789,Yes,Cloud
Only_to_Cloud,49180,No,Cloud
Near_to_Fog,89860,No,Cloud
Near_to_Fog,25941,No,Cloud
Only_to_Cloud,86943,Yes,Cloud
Near_to_Fog,51509,No,Cloud
Only_to_Cloud,74605,Yes,Cloud
Near_to_Fog,95100,Yes,Fog
Only_to_Cloud,22970,Yes,Cloud
Only_to_Cloud,83000,Yes,Cloud
Near_to_Fog,36421,No,Cloud
Only_to_Cloud,7806,Yes,Cloud
Only_to_Cloud,67752,No,Cloud
Only_to_Cloud,96367,No,Cloud
Only_to_Cloud,37969,Yes,Cloud
Near_to_Fog,78403,No,Cloud
Only_to_Cloud,76726,Yes,Cloud
Near_to_Fog,82926,No,Cloud
Only_to_Cloud,70195,Yes,Cloud
Near_to_Fog,19456,No,Cloud
Only_to_Cloud,50477,Yes,Cloud
Near_to_Fog,98796,Yes,Fog
Only_to_Cloud,78280,No,Cloud
Only_to_Cloud,36770,No,Cloud
Only_to_Cloud,22619,No,Cloud
Only_to_Cloud,74924,Yes,Cloud
Only_to_Cloud,75243,Yes,Cloud
Near_to_Fog,38494,No,Cloud
Only_to_Cloud,57411,Yes,Cloud
Near_to_Fog,53199,No,Cloud
Only_to_Cloud,95922,Yes,Cloud
Only_to_Cloud,74645,No,Cloud
Near_to_Fog,51054,No,Cloud
Near_to_Fog,39735,Yes,Fog
Only_to_Cloud,73456,No,Cloud
Only_to_Cloud,35669,No,Cloud
Near_to_Fog,76232,Yes,Fog
Only_to_Cloud,73435,No,Cloud
Near_to_Fog,41227,No,Cloud
Near_to_Fog,14144,No,Cloud
Only_to_Cloud,10754,Yes,Cloud
Only_to_Cloud,62263,Yes,Cloud
Only_to_Cloud,14401,No,Cloud
Only_to_Cloud,30141,Yes,Cloud
Near_to_Fog,91594,Yes,Fog
Only_to_Cloud,49334,No,Cloud
Near_to_Fog,75379,Yes,Fog
Near_to_Fog,30535,No,Cloud
Only_to_Cloud,40448,No,Cloud
Only_to_Cloud,58038,No,Cloud
Near_to_Fog,86070,Yes,Fog
Only_to_Cloud,52231,Yes,Cloud
Only_to_Cloud,61503,Yes,Cloud
Near_to_Fog,12901,Yes,Fog
Near_to_Fog,14955,Yes,Fog
Near_to_Fog,82143,No,Cloud
Only_to_Cloud,87851,No,Cloud
Near_to_Fog,27775,No,Cloud
Near_to_Fog,26392,No,Cloud
Near_to_Fog,22285,Yes,Fog
Only_to_Cloud,20368,No,Cloud
Near_to_Fog,70494,No,Cloud
Near_to_Fog,94898,Yes,Fog
Only_to_Cloud,1470,No,Cloud
Near_to_Fog,28676,Yes,Fog
Only_to_Cloud,85093,No,Cloud
Only_to_Cloud,56059,Yes,Cloud
Near_to_Fog,22583,No,Cloud
Near_to_Fog,39463,Yes,Fog
Only_to_Cloud,53070,No,Cloud
Near_to_Fog,94207,Yes,Fog
Near_to_Fog,15190,No,Cloud
Only_to_Cloud,15886,No,Cloud
Near_to_Fog,32189,Yes,Fog
Only_to_Cloud,53492,Yes,Cloud
Only_to_Cloud,87293,Yes,Cloud
Only_to_Cloud,97314,No,Cloud
Near_to_Fog,79189,No,Cloud
Near_to_Fog,75070,Yes,Fog
Near_to_Fog,9644,Yes,Fog
Near_to_Fog,15212,Yes,Fog
Only_to_Cloud,67227,No,Cloud
Near_to_Fog,86006,No,Cloud
Near_to_Fog,29009,No,Cloud
Only_to_Cloud,96000,Yes,Cloud
Near_to_Fog,42320,No,Cloud
Only_to_Cloud,94234,No,Cloud
Only_to_Cloud,43874,No,Cloud
Near_to_Fog,63078,No,Cloud
Only_to_Cloud,31549,Yes,Cloud
Only_to_Cloud,25106,No,Cloud
Near_to_Fog,36863,Yes,Fog
Near_to_Fog,81927,No,Cloud
Near_to_Fog,64560,No,Cloud
Only_to_Cloud,56695,Yes,Cloud
Only_to_Cloud,87313,Yes,Cloud
Only_to_Cloud,53925,Yes,Cloud
Only_to_Cloud,98168,Yes,Cloud
Near_to_Fog,34273,Yes,Fog
Near_to_Fog,4595,No,Cloud
Near_to_Fog,4637,Yes,Fog
Only_to_Cloud,8404,Yes,Cloud
Only_to_Cloud,61296,No,Cloud
Only_to_Cloud,57432,No,Cloud
Only_to_Cloud,23691,Yes,Cloud
Only_to_Cloud,50655,No,Cloud
Only_to_Cloud,18219,No,Cloud
Near_to_Fog,71966,No,Cloud
Near_to_Fog,59853,No,Cloud
Near_to_Fog,58381,Yes,Fog
Only_to_Cloud,80380,Yes,Cloud
Only_to_Cloud,46894,Yes,Cloud
Near_to_Fog,6701,Yes,Fog
Only_to_Cloud,50370,Yes,Cloud
Near_to_Fog,13490,No,Cloud
Only_to_Cloud,96164,No,Cloud
Near_to_Fog,32678,No,Cloud
Only_to_Cloud,88871,No,Cloud
Only_to_Cloud,8070,Yes,Cloud
Near_to_Fog,97104,Yes,Fog
Only_to_Cloud,58133,No,Cloud
Near_to_Fog,89317,Yes,Fog
Near_to_Fog,14461,No,Cloud
Near_to_Fog,3003,Yes,Fog
Near_to_Fog,3232,Yes,Fog
Near_to_Fog,63005,No,Cloud
Only_to_Cloud,43612,No,Cloud
Only_to_Cloud,47161,No,Cloud
Near_to_Fog,51689,Yes,Fog
Only_to_Cloud,17014,Yes,Cloud
Near_to_Fog,80249,Yes,Fog
Near_to_Fog,85818,Yes,Fog
Only_to_Cloud,16460,No,Cloud
Near_to_Fog,81578,Yes,Fog
Near_to_Fog,1644,Yes,Fog
Near_to_Fog,96742,Yes,Fog
Near_to_Fog,83842,No,Cloud
Only_to_Cloud,93494,Yes,Cloud
Only_to_Cloud,64943,No,Cloud
Only_to_Cloud,33463,No,Cloud
Only_to_Cloud,76799,No,Cloud
Only_to_Cloud,29261,No,Cloud
Near_to_Fog,51049,No,Cloud
Near_to_Fog,60939,No,Cloud
Only_to_Cloud,7001,Yes,Cloud
Only_to_Cloud,82638,Yes,Cloud
Near_to_Fog,52773,No,Cloud
Near_to_Fog,38100,Yes,Fog
Near_to_Fog,90113,Yes,Fog
Near_to_Fog,52949,No,Cloud
Only_to_Cloud,70876,No,Cloud
Near_to_Fog,88467,No,Cloud
Only_to_Cloud,84086,No,Cloud
Only_to_Cloud,70464,Yes,Cloud
Only_to_Cloud,50009,No,Cloud
Near_to_Fog,23076,No,Cloud
Only_to_Cloud,26963,No,Cloud
Near_to_Fog,213,Yes,Fog
Only_to_Cloud,24593,Yes,Cloud
Near_to_Fog,31898,No,Cloud
Near_to_Fog,12849,Yes,Fog
Only_to_Cloud,28243,No,Cloud
Only_to_Cloud,46483,Yes,Cloud
Only_to_Cloud,71833,No,Cloud
Near_to_Fog,61102,No,Cloud
Only_to_Cloud,88817,No,Cloud
Only_to_Cloud,92984,Yes,Cloud
Near_to_Fog,41162,Yes,Fog
Near_to_Fog,21991,No,Cloud
Near_to_Fog,7416,Yes,Fog
Only_to_Cloud,22509,No,Cloud
Only_to_Cloud,34459,No,Cloud
Near_to_Fog,54938,No,Cloud
Near_to_Fog,17161,Yes,Fog
Only_to_Cloud,30365,No,Cloud
Near_to_Fog,19747,No,Cloud
Only_to_Cloud,42280,Yes,Cloud
Only_to_Cloud,49543,No,Cloud
Only_to_Cloud,87248,Yes,Cloud
Only_to_Cloud,79433,Yes,Cloud
Near_to_Fog,75038,No,Cloud
Near_to_Fog,7379,No,Cloud
Near_to_Fog,28849,Yes,Fog
Only_to_Cloud,59375,Yes,Cloud
Near_to_Fog,99593,Yes,Fog
Near_to_Fog,39940,No,Cloud
Only_to_Cloud,96287,Yes,Cloud
Only_to_Cloud,35483,No,Cloud
Near_to_Fog,17631,No,Cloud
Only_to_Cloud,73229,Yes,Cloud
Only_to_Cloud,4974,Yes,Cloud
Only_to_Cloud,27654,No,Cloud
Near_to_Fog,87625,No,Cloud
Only_to_Cloud,40551,No,Cloud
Only_to_Cloud,52611,No,Cloud
Only_to_Cloud,53350,No,Cloud
Near_to_Fog,27647,Yes,Fog
Only_to_Cloud,91891,No,Cloud
Near_to_Fog,34239,No,Cloud
Near_to_Fog,96925,Yes,Fog
Only_to_Cloud,90077,No,Cloud
Near_to_Fog,45431,No,Cloud
Only_to_Cloud,39952,Yes,Cloud
Near_to_Fog,59819,Yes,Fog
Only_to_Cloud,96573,No,Cloud
Near_to_Fog,5684,No,Cloud
Only_to_Cloud,91172,No,Cloud
Near_to_Fog,60841,Yes,Fog
Near_to_Fog,19419,Yes,Fog
Near_to_Fog,32169,No,Cloud
Near_to_Fog,16437,Yes,Fog
Only_to_Cloud,2119,Yes,Cloud
Only_to_Cloud,49357,No,Cloud
Only_to_Cloud,98171,No,Cloud
Near_to_Fog,21678,Yes,Fog
Only_to_Cloud,64215,No,Cloud
Only_to_Cloud,8257,No,Cloud
Only_to_Cloud,99506,Yes,Cloud
Near_to_Fog,40762,No,Cloud
Near_to_Fog,38844,Yes,Fog
Near_to_Fog,5921,No,Cloud
Near_to_Fog,32874,Yes,Fog
Only_to_Cloud,44471,No,Cloud
Only_to_Cloud,75645,Yes,Cloud
Near_to_Fog,75019,Yes,Fog
Near_to_Fog,30993,Yes,Fog
Near_to_Fog,61189,No,Cloud
Near_to_Fog,3026,Yes,Fog
Near_to_Fog,67973,No,Cloud
Near_to_Fog,87787,Yes,Fog
Near_to_Fog,28428,Yes,Fog
Only_to_Cloud,91762,No,Cloud
Only_to_Cloud,59691,Yes,Cloud
Near_to_Fog,53261,No,Cloud
Near_to_Fog,64819,No,Cloud
Near_to_Fog,98602,Yes,Fog
Near_to_Fog,6796,Yes,Fog
Near_to_Fog,87358,Yes,Fog
Near_to_Fog,39133,Yes,Fog
Near_to_Fog,59751,Yes,Fog
Only_to_Cloud,96839,No,Cloud
Near_to_Fog,88793,No,Cloud
Near_to_Fog,73895,Yes,Fog
Near_to_Fog,15276,Yes,Fog
Only_to_Cloud,71161,No,Cloud
Near_to_Fog,70313,Yes,Fog
Only_to_Cloud,86471,Yes,Cloud
Only_to_Cloud,30163,Yes,Cloud
Near_to_Fog,63881,Yes,Fog
Near_to_Fog,64898,Yes,Fog
Near_to_Fog,79051,Yes,Fog
Only_to_Cloud,56388,Yes,Cloud
Only_to_Cloud,86351,No,Cloud
Only_to_Cloud,84227,Yes,Cloud
Near_to_Fog,96700,Yes,Fog
Only_to_Cloud,61428,Yes,Cloud
Near_to_Fog,97971,No,Cloud
Near_to_Fog,73422,No,Cloud
Only_to_Cloud,99525,No,Cloud
Near_to_Fog,78526,Yes,Fog
Near_to_Fog,99990,No,Cloud
Only_to_Cloud,98056,Yes,Cloud
Only_to_Cloud,33480,Yes,Cloud
Only_to_Cloud,23579,No,Cloud
Near_to_Fog,38679,Yes,Fog
Near_to_Fog,43501,No,Cloud
Near_to_Fog,74509,Yes,Fog
Near_to_Fog,44350,No,Cloud
Near_to_Fog,47839,No,Cloud
Only_to_Cloud,24464,Yes,Cloud
Only_to_Cloud,63184,Yes,Cloud
Only_to_Cloud,20452,Yes,Cloud
Only_to_Cloud,435,No,Cloud
Only_to_Cloud,8572,No,Cloud
Only_to_Cloud,62956,No,Cloud
Only_to_Cloud,69892,Yes,Cloud
Only_to_Cloud,8697,Yes,Cloud
Near_to_Fog,79896,Yes,Fog
Near_to_Fog,16653,No,Cloud
Only_to_Cloud,56776,No,Cloud
Only_to_Cloud,61807,No,Cloud
Near_to_Fog,92728,Yes,Fog
Near_to_Fog,77573,Yes,Fog
Only_to_Cloud,83873,Yes,Cloud
Only_to_Cloud,94346,Yes,Cloud
Only_to_Cloud,86535,No,Cloud
Near_to_Fog,53671,Yes,Fog
Only_to_Cloud,38423,No,Cloud
Only_to_Cloud,35161,No,Cloud
Only_to_Cloud,54552,Yes,Cloud
Near_to_Fog,93840,No,Cloud
Near_to_Fog,55900,No,Cloud
Only_to_Cloud,63677,No,Cloud
Near_to_Fog,96167,Yes,Fog
Only_to_Cloud,44454,No,Cloud
Only_to_Cloud,65505,Yes,Cloud
Only_to_Cloud,64268,No,Cloud
Only_to_Cloud,66166,Yes,Cloud
Near_to_Fog,46285,No,Cloud
Near_to_Fog,57861,Yes,Fog
Near_to_Fog,59967,Yes,Fog
Only_to_Cloud,98308,Yes,Cloud
Near_to_Fog,82847,No,Cloud
Only_to_Cloud,68405,Yes,Cloud
Near_to_Fog,59969,Yes,Fog
Near_to_Fog,8976,Yes,Fog
Near_to_Fog,26255,Yes,Fog
Near_to_Fog,35218,Yes,Fog
Only_to_Cloud,35907,No,Cloud
Near_to_Fog,87259,No,Cloud
Only_to_Cloud,97819,Yes,Cloud
Only_to_Cloud,84584,No,Cloud
Only_to_Cloud,38018,No,Cloud
Only_to_Cloud,30523,Yes,Cloud
Near_to_Fog,6094,Yes,Fog
Near_to_Fog,79773,Yes,Fog
Only_to_Cloud,35654,Yes,Cloud
Near_to_Fog,21963,No,Cloud
Near_to_Fog,19425,No,Cloud
Only_to_Cloud,39242,Yes,Cloud
Near_to_Fog,34697,No,Cloud
Only_to_Cloud,2281,Yes,Cloud
Only_to_Cloud,18598,Yes,Cloud
Only_to_Cloud,94139,No,Cloud
Near_to_Fog,43682,No,Cloud
Near_to_Fog,83343,Yes,Fog
Only_to_Cloud,34633,Yes,Cloud
Near_to_Fog,92591,Yes,Fog
Near_to_Fog,72100,Yes,Fog
Near_to_Fog,90415,Yes,Fog
Near_to_Fog,79457,Yes,Fog
Only_to_Cloud,86009,No,Cloud
Near_to_Fog,94631,No,Cloud
Only_to_Cloud,60521,Yes,Cloud
Near_to_Fog,39311,No,Cloud
Only_to_Cloud,96467,No,Cloud
Near_to_Fog,76798,No,Cloud
Near_to_Fog,77012,Yes,Fog
Only_to_Cloud,63447,Yes,Cloud
Only_to_Cloud,7079,No,Cloud
Near_to_Fog,23937,Yes,Fog
Only_to_Cloud,15545,No,Cloud
Near_to_Fog,4381,Yes,Fog
Near_to_Fog,53724,No,Cloud
Near_to_Fog,88223,No,Cloud
Near_to_Fog,78468,No,Cloud
Near_to_Fog,70871,Yes,Fog
Only_to_Cloud,28969,Yes,Cloud
Near_to_Fog,7778,Yes,Fog
Near_to_Fog,42260,No,Cloud
Only_to_Cloud,57048,Yes,Cloud
Near_to_Fog,12040,No,Cloud
Only_to_Cloud,64117,Yes,Cloud
Near_to_Fog,76928,No,Cloud
Near_to_Fog,63855,Yes,Fog
Near_to_Fog,43010,No,Cloud
Only_to_Cloud,30461,No,Cloud
Near_to_Fog,38234,Yes,Fog
Near_to_Fog,50897,No,Cloud
Near_to_Fog,42836,No,Cloud
Near_to_Fog,69566,Yes,Fog
Only_to_Cloud,69285,No,Cloud
Near_to_Fog,87830,No,Cloud
Near_to_Fog,84576,Yes,Fog
Near_to_Fog,40026,Yes,Fog
Only_to_Cloud,60560,Yes,Cloud
Near_to_Fog,89465,No,Cloud
Near_to_Fog,53819,No,Cloud
Near_to_Fog,56084,No,Cloud
Only_to_Cloud,97353,No,Cloud
Only_to_Cloud,89475,Yes,Cloud
Only_to_Cloud,14191,Yes,Cloud
Near_to_Fog,44429,No,Cloud
Near_to_Fog,99609,Yes,Fog
Only_to_Cloud,17034,Yes,Cloud
Near_to_Fog,77883,No,Cloud
Near_to_Fog,45561,Yes,Fog
Near_to_Fog,16098,No,Cloud
Near_to_Fog,30977,Yes,Fog
Near_to_Fog,78496,No,Cloud
Only_to_Cloud,20298,Yes,Cloud
Near_to_Fog,30055,No,Cloud
Near_to_Fog,16419,No,Cloud
Only_to_Cloud,45377,No,Cloud
Near_to_Fog,54287,No,Cloud
Only_to_Cloud,39023,Yes,Cloud
Only_to_Cloud,46850,No,Cloud
Only_to_Cloud,22699,No,Cloud
Near_to_Fog,68711,Yes,Fog
Only_to_Cloud,25960,No,Cloud
Only_to_Cloud,40422,Yes,Cloud
Near_to_Fog,51687,Yes,Fog
Only_to_Cloud,89120,Yes,Cloud
Only_to_Cloud,50938,No,Cloud
Near_to_Fog,9465,Yes,Fog
Near_to_Fog,54337,No,Cloud
Near_to_Fog,33881,Yes,Fog
Near_to_Fog,46978,No,Cloud
Only_to_Cloud,58734,No,Cloud
Near_to_Fog,63375,Yes,Fog
Only_to_Cloud,29524,No,Cloud
Only_to_Cloud,24910,Yes,Cloud
Near_to_Fog,65753,Yes,Fog
Near_to_Fog,31411,Yes,Fog
Only_to_Cloud,54543,Yes,Cloud
Only_to_Cloud,80037,Yes,Cloud
Near_to_Fog,94243,Yes,Fog
Near_to_Fog,81820,No,Cloud
Only_to_Cloud,35798,No,Cloud
Only_to_Cloud,98462,No,Cloud
Near_to_Fog,20963,No,Cloud
Only_to_Cloud,56754,Yes,Cloud
Only_to_Cloud,1147,Yes,Cloud
Only_to_Cloud,459,No,Cloud
Near_to_Fog,23707,Yes,Fog
Near_to_Fog,17725,Yes,Fog
Near_to_Fog,77402,No,Cloud
Only_to_Cloud,18898,Yes,Cloud
Near_to_Fog,10816,No,Cloud
Near_to_Fog,42103,Yes,Fog
Near_to_Fog,83363,Yes,Fog
Near_to_Fog,51449,Yes,Fog
Near_to_Fog,75398,No,Cloud
Near_to_Fog,58115,Yes,Fog
Near_to_Fog,56403,Yes,Fog
Near_to_Fog,99031,Yes,Fog
Near_to_Fog,91030,Yes,Fog
Only_to_Cloud,2225,Yes,Cloud
Only_to_Cloud,69475,Yes,Cloud
Only_to_Cloud,27253,No,Cloud
Near_to_Fog,62782,Yes,Fog
Only_to_Cloud,79548,No,Cloud
Only_to_Cloud,54429,No,Cloud
Near_to_Fog,29666,No,Cloud
Near_to_Fog,94745,No,Cloud
Only_to_Cloud,45111,No,Cloud
Near_to_Fog,93077,Yes,Fog
Near_to_Fog,82390,No,Cloud
Only_to_Cloud,10467,Yes,Cloud
Near_to_Fog,4644,Yes,Fog
Near_to_Fog,50980,No,Cloud
Only_to_Cloud,26876,No,Cloud
Only_to_Cloud,89269,No,Cloud
Near_to_Fog,26975,No,Cloud
Only_to_Cloud,43989,Yes,Cloud
Only_to_Cloud,24304,No,Cloud
Near_to_Fog,51475,No,Cloud
Only_to_Cloud,38960,Yes,Cloud
Near_to_Fog,51358,No,Cloud
Only_to_Cloud,65762,Yes,Cloud
Only_to_Cloud,99605,No,Cloud
Only_to_Cloud,74065,Yes,Cloud
Near_to_Fog,40572,No,Cloud
Near_to_Fog,19343,No,Cloud
Only_to_Cloud,70025,Yes,Cloud
Near_to_Fog,13625,No,Cloud
Near_to_Fog,22123,Yes,Fog
Near_to_Fog,76900,No,Cloud
Near_to_Fog,33207,No,Cloud
Only_to_Cloud,95722,Yes,Cloud
Near_to_Fog,8381,No,Cloud
Only_to_Cloud,76717,No,Cloud
Near_to_Fog,77651,No,Cloud
Near_to_Fog,13428,Yes,Fog
Only_to_Cloud,20722,Yes,Cloud
Near_to_Fog,91792,Yes,Fog
Near_to_Fog,71079,No,Cloud
